country,measure,description,date_start,date_end
Poland,MasksMandatoryAllSpaces,Protective mask use in all public spaces on mandatory basis (enforced by law),2020-04-16,2020-05-29
Poland,MasksMandatoryAllSpaces,Protective mask use in all public spaces on mandatory basis (enforced by law),2020-10-10,2021-05-14
Poland,MasksMandatoryClosedSpaces,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law),2021-05-15,2022-03-27
Poland,MasksMandatoryClosedSpacesPartial,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law) - partially relaxed measure,2020-05-30,2020-09-18
Poland,MassGather50,,2020-03-14,2020-05-29
Poland,MassGather50,,2020-10-23,2021-05-07
Poland,MassGather50,,2021-05-28,2021-06-05
Poland,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-03-10,2020-06-18
Poland,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-07-17,2020-08-05
Poland,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-10-23,2021-05-07
Poland,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2021-05-28,2021-06-05
Poland,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2020-06-19,2020-07-16
Poland,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2020-08-06,2020-10-16
Poland,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2021-06-06,2022-02-28
Poland,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2020-03-14,2020-05-29
Poland,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2020-11-07,2021-02-25
Poland,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2021-04-26,2022-02-28
Poland,OutdoorOver100,Interventions are in place to limit outdoor mass/public gatherings of over 100 participants,2020-05-30,2020-07-16
Poland,OutdoorOver100,Interventions are in place to limit outdoor mass/public gatherings of over 100 participants,2021-12-01,2022-02-28
Poland,OutdoorOver1000,Interventions are in place to limit outdoor mass/public gatherings of over 1000 participants,2020-07-17,2020-08-05
Poland,OutdoorOver50,Interventions are in place to limit outdoor mass/public gatherings of over 50 participants,2021-05-28,2021-06-05
Poland,OutdoorOver500,Interventions are in place to limit outdoor mass/public gatherings of over 500 participants,2020-08-06,2020-10-10
Poland,OutdoorOver500,Interventions are in place to limit outdoor mass/public gatherings of over 500 participants,2021-06-06,2021-11-30
Poland,PlaceOfWorshipPartial,Closure of places of worship - partially relaxed measure,2020-04-19,2020-05-30
Poland,PlaceOfWorshipPartial,Closure of places of worship - partially relaxed measure,2020-08-09,2022-02-28
Poland,PrivateGatheringRestrictions,Restrictions on private gatherings,2020-04-02,2020-05-29
Poland,PrivateGatheringRestrictions,Restrictions on private gatherings,2020-10-17,2021-05-07
Poland,PrivateGatheringRestrictionsPartial,Restrictions on private gatherings - partially relaxed measure,2021-05-08,2021-05-27
Poland,QuarantineForInternationalTravellers,,2020-03-15,2022-03-27
Poland,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-03-14,2020-05-17
Poland,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-10-24,2021-05-14
Poland,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2020-05-18,2020-10-23
Poland,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2021-05-15,2022-02-28
Poland,StayHomeGen,Stay-at-home recommendations for the general population (which are voluntary or not enforced),2020-04-20,2020-05-04
Poland,StayHomeOrder,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown'),2020-03-24,2020-04-19
Poland,StayHomeRiskG,"Stay-at-home recommendations for risk groups or vulnerable populations (such as the elderly, people with underlying health conditions, physically disabled people, etc.)",2020-03-08,2022-03-27
Poland,Teleworking,Teleworking recommendation,2020-03-08,2022-02-28
Portugal,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2020-03-19,2021-05-02
Portugal,ClosDaycare,Closure of educational institutions: daycare or nursery.,2020-03-16,2020-05-17
Portugal,ClosDaycare,Closure of educational institutions: daycare or nursery.,2021-01-22,2021-03-14
Portugal,ClosDaycarePartial,Closure of educational institutions: daycare or nursery - partially relaxed measure,2020-05-18,2020-05-31
Portugal,ClosHigh,Closure of educational institutions: higher education.,2020-03-16,2020-05-17
Portugal,ClosHigh,Closure of educational institutions: higher education.,2021-01-22,2021-04-15
Portugal,ClosHighPartial,Closure of educational institutions: higher education - partially relaxed measure,2020-05-18,2020-09-07
Portugal,ClosPrim,Closure of educational institutions: primary schools.,2020-03-16,2020-09-14
Portugal,ClosPrim,Closure of educational institutions: primary schools.,2021-01-22,2021-03-14
Portugal,ClosPubAny,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers, etc).",2020-03-13,2020-03-15
Portugal,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-03-16,2022-02-17
Portugal,ClosSec,Closure of educational institutions: secondary schools.,2020-03-16,2020-09-14
Portugal,ClosSec,Closure of educational institutions: secondary schools.,2021-01-22,2021-04-04
Portugal,ClosureOfPublicTransportPartial,Closure of public transport - partially relaxed measure,2020-03-18,2021-08-22
Portugal,EntertainmentVenues,Closure of entertainment venues,2020-03-13,2020-05-17
Portugal,EntertainmentVenues,Closure of entertainment venues,2021-01-15,2021-04-15
Portugal,EntertainmentVenues,Closure of entertainment venues,2022-01-02,2022-01-13
Portugal,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2020-05-18,2020-06-01
Portugal,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2020-11-24,2021-01-14
Portugal,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2021-04-16,2021-09-30
Portugal,GymsSportsCentres,Closure of gyms/sports centres,2020-03-15,2020-05-03
Portugal,GymsSportsCentres,Closure of gyms/sports centres,2021-01-15,2021-03-31
Portugal,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2020-05-04,2020-11-23
Portugal,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2021-04-01,2021-04-30
Portugal,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2021-07-08,2021-07-31
Portugal,HotelsOtherAccommodationPartial,,2021-07-08,2022-02-17
Portugal,IndoorOver100,Interventions are in place to limit indoor mass/public gatherings of over 100 participants,2020-03-15,2020-03-18
Portugal,MasksMandatoryAllSpaces,Protective mask use in all public spaces on mandatory basis (enforced by law),2020-10-28,2021-09-30
Portugal,MasksMandatoryClosedSpaces,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law),2020-05-04,2020-10-27
Portugal,MasksMandatoryClosedSpaces,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law),2021-12-01,2022-04-20
Portugal,MasksMandatoryClosedSpacesPartial,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law) - partially relaxed measure,2021-10-01,2021-11-30
Portugal,MasksMandatoryClosedSpacesPartial,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law) - partially relaxed measure,2022-04-21,
Portugal,MasksVoluntaryAllSpaces,Protective mask use in all public spaces on voluntary basis (general recommendation not enforced),2020-10-15,2020-10-27
Portugal,MassGather50,,2020-03-19,2021-05-02
Portugal,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-03-15,2021-05-02
Portugal,NonEssentialShops,Closures of non-essential shops,2021-01-15,2021-03-14
Portugal,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2020-03-16,2020-03-18
Portugal,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2020-05-04,2020-12-08
Portugal,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2021-03-15,2021-04-30
Portugal,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2022-01-06,2022-02-16
Portugal,OutdoorOver100,Interventions are in place to limit outdoor mass/public gatherings of over 100 participants,2020-03-15,2020-03-18
Portugal,PlaceOfWorship,Closure of places of worship,2020-03-13,2020-05-30
Portugal,PrivateGatheringRestrictions,Restrictions on private gatherings,2020-05-03,2021-06-28
Portugal,QuarantineForInternationalTravellers,,2020-02-27,2020-03-17
Portugal,QuarantineForInternationalTravellers,,2021-01-31,2021-06-28
Portugal,QuarantineForInternationalTravellersPartial,,2021-11-28,2022-06-30
Portugal,RegionalStayHomeOrder,Regional stay-at-home orders for the general population at least in one region (these are enforced and also referred to as 'lockdown'),2020-04-02,2020-05-03
Portugal,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-03-15,2021-09-30
Portugal,StayHomeGen,Stay-at-home recommendations for the general population (which are voluntary or not enforced),2021-05-01,2021-06-28
Portugal,StayHomeOrder,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown'),2020-03-19,2020-05-02
Portugal,StayHomeOrder,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown'),2021-01-15,2021-04-30
Portugal,StayHomeRiskG,"Stay-at-home recommendations for risk groups or vulnerable populations (such as the elderly, people with underlying health conditions, physically disabled people, etc.)",2020-03-18,2020-05-02
Portugal,Teleworking,Teleworking recommendation,2020-03-19,2020-05-31
Portugal,Teleworking,Teleworking recommendation,2021-01-15,2021-04-30
Portugal,Teleworking,Teleworking recommendation,2021-12-25,2022-01-14
Portugal,TeleworkingPartial,Teleworking recommendation or workplace closures - partially relaxed measure,2021-05-01,2021-09-22
Portugal,TeleworkingPartial,Teleworking recommendation or workplace closures - partially relaxed measure,2021-12-01,2021-12-24
Romania,AdaptationOfWorkplace,Adaptation of workplaces (e.g. to reduce risk of transmission),2020-03-16,2022-03-08
Romania,ClosDaycare,Closure of educational institutions: daycare or nursery.,2020-03-16,2020-06-14
Romania,ClosDaycare,Closure of educational institutions: daycare or nursery.,2020-11-09,2020-12-23
Romania,ClosDaycare,Closure of educational institutions: daycare or nursery.,2021-01-11,2021-02-07
Romania,ClosDaycare,Closure of educational institutions: daycare or nursery.,2021-10-25,2021-11-05
Romania,ClosDaycarePartial,Closure of educational institutions: daycare or nursery - partially relaxed measure,2020-06-15,2020-09-14
Romania,ClosHigh,Closure of educational institutions: higher education.,2020-03-16,2020-06-14
Romania,ClosHigh,Closure of educational institutions: higher education.,2021-10-25,2021-11-05
Romania,ClosHighPartial,Closure of educational institutions: higher education - partially relaxed measure,2020-08-31,2021-03-05
Romania,ClosPrim,Closure of educational institutions: primary schools.,2020-03-16,2020-06-14
Romania,ClosPrim,Closure of educational institutions: primary schools.,2020-11-09,2020-12-23
Romania,ClosPrim,Closure of educational institutions: primary schools.,2021-01-11,2021-02-07
Romania,ClosPrim,Closure of educational institutions: primary schools.,2021-10-25,2021-11-05
Romania,ClosPrimPartial,Closure of educational institutions: primary schools - partially relaxed measure,2020-06-15,2020-09-14
Romania,ClosPubAny,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers, etc).",2020-03-18,2020-05-13
Romania,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-05-14,2022-03-08
Romania,ClosSec,Closure of educational institutions: secondary schools.,2020-03-16,2020-06-01
Romania,ClosSec,Closure of educational institutions: secondary schools.,2020-11-09,2020-12-23
Romania,ClosSec,Closure of educational institutions: secondary schools.,2021-01-11,2021-02-07
Romania,ClosSec,Closure of educational institutions: secondary schools.,2021-10-25,2021-11-05
Romania,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2020-06-02,2020-09-13
Romania,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2021-02-08,2021-09-01
Romania,EntertainmentVenues,Closure of entertainment venues,2020-03-18,2020-05-13
Romania,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2020-05-14,2022-03-08
Romania,GymsSportsCentres,Closure of gyms/sports centres,2020-03-18,2020-05-30
Romania,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2020-05-31,2020-06-14
Romania,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2021-03-25,2022-03-08
Romania,HotelsOtherAccommodation,,2020-03-18,2020-05-15
Romania,HotelsOtherAccommodationPartial,,2021-05-15,2021-06-30
Romania,IndoorOver100,Interventions are in place to limit indoor mass/public gatherings of over 100 participants,2021-06-09,2021-06-30
Romania,IndoorOver50,Interventions are in place to limit indoor mass/public gatherings of over 50 participants,2020-09-01,2021-06-08
Romania,IndoorOver500,Interventions are in place to limit indoor mass/public gatherings of over 500 participants,2021-07-01,2022-03-08
Romania,MasksMandatoryAllSpaces,Protective mask use in all public spaces on mandatory basis (enforced by law),2020-08-01,2021-05-14
Romania,MasksMandatoryAllSpaces,Protective mask use in all public spaces on mandatory basis (enforced by law),2021-10-25,2022-03-08
Romania,MasksMandatoryAllSpacesPartial,Protective mask use in all public spaces on mandatory basis (enforced by law) - partially relaxed measure,2021-05-15,2021-10-24
Romania,MasksMandatoryClosedSpaces,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law),2020-05-15,2020-07-31
Romania,MassGather50,,2020-09-01,2021-06-08
Romania,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-03-18,2021-05-31
Romania,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2021-06-01,2022-03-08
Romania,NonEssentialShops,Closures of non-essential shops,2020-03-22,2020-05-13
Romania,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2020-05-14,2020-06-14
Romania,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2020-11-05,2021-05-14
Romania,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2021-06-09,2022-03-08
Romania,OutdoorOver1000,Interventions are in place to limit outdoor mass/public gatherings of over 1000 participants,2021-06-01,2022-03-08
Romania,OutdoorOver500,Interventions are in place to limit outdoor mass/public gatherings of over 500 participants,2020-03-18,2020-08-31
Romania,OutdoorOver500,Interventions are in place to limit outdoor mass/public gatherings of over 500 participants,2021-05-15,2021-05-31
Romania,PlaceOfWorship,Closure of places of worship,2020-03-18,2020-05-14
Romania,PlaceOfWorshipPartial,Closure of places of worship - partially relaxed measure,2020-05-15,2022-03-08
Romania,PrivateGatheringRestrictions,Restrictions on private gatherings,2020-03-22,2022-03-08
Romania,QuarantineForInternationalTravellers,,2020-03-25,2020-08-16
Romania,QuarantineForInternationalTravellersPartial,,2020-08-17,2022-03-08
Romania,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-03-18,2020-05-31
Romania,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2020-06-01,2022-03-08
Romania,StayHomeOrderPartial,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2020-03-22,2020-05-13
Romania,StayHomeOrderPartial,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2020-11-09,2021-05-14
Romania,StayHomeOrderPartial,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2021-10-25,2022-03-08
Romania,StayHomeRiskG,"Stay-at-home recommendations for risk groups or vulnerable populations (such as the elderly, people with underlying health conditions, physically disabled people, etc.)",2020-03-25,2020-05-14
Romania,Teleworking,Teleworking recommendation,2020-03-16,2021-10-24
Romania,TeleworkingPartial,Teleworking recommendation or workplace closures - partially relaxed measure,2021-10-25,2022-03-08
Slovakia,AdaptationOfWorkplacePartial,Adaptation of workplaces (e.g. to reduce risk of transmission) - partially relaxed measure,2021-11-29,2022-02-04
Slovakia,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2020-03-10,2020-06-02
Slovakia,BanOnAllEventsPartial,Interventions are in place to limit all indoor/outdoor mass/public gatherings - partially relaxed measure,2020-11-02,2021-08-15
Slovakia,BanOnAllEventsPartial,Interventions are in place to limit all indoor/outdoor mass/public gatherings - partially relaxed measure,2021-11-25,2022-03-13
Slovakia,ClosDaycare,Closure of educational institutions: daycare or nursery.,2020-03-16,2020-05-31
Slovakia,ClosDaycarePartial,Closure of educational institutions: daycare or nursery - partially relaxed measure,2020-06-01,2020-06-30
Slovakia,ClosHigh,Closure of educational institutions: higher education.,2020-03-16,2020-06-09
Slovakia,ClosHighPartial,Closure of educational institutions: higher education - partially relaxed measure,2020-06-10,2021-08-30
Slovakia,ClosPrim,Closure of educational institutions: primary schools.,2020-03-16,2020-05-31
Slovakia,ClosPrim,Closure of educational institutions: primary schools.,2020-10-26,2020-11-15
Slovakia,ClosPrim,Closure of educational institutions: primary schools.,2021-01-11,2021-02-07
Slovakia,ClosPrimPartial,Closure of educational institutions: primary schools - partially relaxed measure,2020-06-01,2020-06-30
Slovakia,ClosPrimPartial,Closure of educational institutions: primary schools - partially relaxed measure,2020-11-16,2020-12-06
Slovakia,ClosPrimPartial,Closure of educational institutions: primary schools - partially relaxed measure,2021-02-15,2021-04-11
Slovakia,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-03-12,2022-03-13
Slovakia,ClosSec,Closure of educational institutions: secondary schools.,2020-03-16,2020-05-31
Slovakia,ClosSec,Closure of educational institutions: secondary schools.,2020-10-26,2020-11-15
Slovakia,ClosSec,Closure of educational institutions: secondary schools.,2021-01-11,2021-02-07
Slovakia,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2020-06-01,2020-06-30
Slovakia,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2020-11-16,2020-12-06
Slovakia,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2021-02-08,2021-05-16
Slovakia,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2021-06-01,2021-09-01
Slovakia,EntertainmentVenues,Closure of entertainment venues,2020-03-16,2020-05-20
Slovakia,EntertainmentVenues,Closure of entertainment venues,2020-10-15,2020-11-15
Slovakia,EntertainmentVenues,Closure of entertainment venues,2020-12-19,2021-04-26
Slovakia,EntertainmentVenues,Closure of entertainment venues,2021-11-25,2021-12-16
Slovakia,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2020-11-16,2020-12-18
Slovakia,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2021-04-27,2021-11-24
Slovakia,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2021-12-17,2022-03-13
Slovakia,GymsSportsCentres,Closure of gyms/sports centres,2020-03-16,2020-05-20
Slovakia,GymsSportsCentres,Closure of gyms/sports centres,2020-10-15,2020-11-15
Slovakia,GymsSportsCentres,Closure of gyms/sports centres,2020-12-19,2021-04-25
Slovakia,GymsSportsCentres,Closure of gyms/sports centres,2021-11-25,2021-12-16
Slovakia,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2020-11-16,2020-12-18
Slovakia,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2021-04-26,2021-11-24
Slovakia,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2021-12-17,2022-03-13
Slovakia,HotelsOtherAccommodation,,2021-01-01,2021-01-10
Slovakia,HotelsOtherAccommodationPartial,,2020-03-12,2020-05-20
Slovakia,HotelsOtherAccommodationPartial,,2020-12-14,2020-12-31
Slovakia,HotelsOtherAccommodationPartial,,2021-01-11,2022-03-13
Slovakia,IndoorOver100,Interventions are in place to limit indoor mass/public gatherings of over 100 participants,2020-06-03,2020-06-14
Slovakia,IndoorOver1000,Interventions are in place to limit indoor mass/public gatherings of over 1000 participants,2020-06-15,2020-08-31
Slovakia,IndoorOver500,Interventions are in place to limit indoor mass/public gatherings of over 500 participants,2020-09-01,2020-09-30
Slovakia,MasksMandatoryAllSpaces,Protective mask use in all public spaces on mandatory basis (enforced by law),2020-03-25,2020-06-09
Slovakia,MasksMandatoryAllSpacesPartial,Protective mask use in all public spaces on mandatory basis (enforced by law) - partially relaxed measure,2020-10-01,2022-04-20
Slovakia,MasksMandatoryClosedSpaces,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law),2020-06-10,2020-09-30
Slovakia,MassGather50,,2020-03-10,2020-06-02
Slovakia,MassGather50Partial,,2020-11-02,2021-08-15
Slovakia,MassGather50Partial,,2021-11-25,2022-03-13
Slovakia,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-03-10,2020-09-30
Slovakia,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2020-11-02,2021-08-15
Slovakia,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2021-11-25,2022-03-13
Slovakia,NonEssentialShops,Closures of non-essential shops,2020-03-16,2020-04-21
Slovakia,NonEssentialShops,Closures of non-essential shops,2020-12-21,2021-04-18
Slovakia,NonEssentialShops,Closures of non-essential shops,2021-11-25,2021-12-09
Slovakia,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2020-04-22,2020-05-19
Slovakia,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2020-10-01,2020-12-20
Slovakia,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2021-04-19,2021-11-24
Slovakia,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2021-12-10,2022-02-14
Slovakia,OutdoorOver100,Interventions are in place to limit outdoor mass/public gatherings of over 100 participants,2020-06-03,2020-06-14
Slovakia,OutdoorOver1000,Interventions are in place to limit outdoor mass/public gatherings of over 1000 participants,2020-06-15,2020-09-30
Slovakia,PlaceOfWorshipPartial,Closure of places of worship - partially relaxed measure,2021-01-01,2022-03-13
Slovakia,PrivateGatheringRestrictionsPartial,Restrictions on private gatherings - partially relaxed measure,2021-11-25,2022-03-13
Slovakia,QuarantineForInternationalTravellersPartial,,2020-03-12,2022-04-05
Slovakia,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-03-24,2020-05-19
Slovakia,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-12-19,2021-04-25
Slovakia,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2020-03-12,2020-03-23
Slovakia,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2020-05-20,2020-12-18
Slovakia,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2021-04-26,2022-03-13
Slovakia,StayHomeOrderPartial,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2020-11-02,2020-11-14
Slovakia,StayHomeOrderPartial,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2021-01-01,2021-05-15
Slovakia,StayHomeOrderPartial,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2021-11-25,2021-12-09
Slovakia,StayHomeOrderPartial,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2021-12-17,2022-01-09
Slovakia,Teleworking,Teleworking recommendation,2020-04-04,2021-04-17
Slovakia,TeleworkingPartial,Teleworking recommendation or workplace closures - partially relaxed measure,2021-04-18,2022-01-18
Slovenia,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2020-03-20,2020-05-17
Slovenia,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2020-10-17,2021-04-18
Slovenia,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2021-04-23,2021-05-22
Slovenia,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2021-11-08,2022-02-20
Slovenia,ClosDaycare,Closure of educational institutions: daycare or nursery.,2020-03-12,2020-05-17
Slovenia,ClosDaycare,Closure of educational institutions: daycare or nursery.,2020-10-26,2021-02-02
Slovenia,ClosDaycare,Closure of educational institutions: daycare or nursery.,2021-04-01,2021-04-11
Slovenia,ClosDaycarePartial,Closure of educational institutions: daycare or nursery - partially relaxed measure,2020-05-18,2020-06-01
Slovenia,ClosHigh,Closure of educational institutions: higher education.,2020-03-12,2020-10-14
Slovenia,ClosHigh,Closure of educational institutions: higher education.,2020-10-24,2021-01-25
Slovenia,ClosHigh,Closure of educational institutions: higher education.,2021-04-01,2021-04-25
Slovenia,ClosHighPartial,Closure of educational institutions: higher education - partially relaxed measure,2020-10-15,2020-10-23
Slovenia,ClosHighPartial,Closure of educational institutions: higher education - partially relaxed measure,2021-01-26,2021-03-31
Slovenia,ClosPrim,Closure of educational institutions: primary schools.,2020-03-12,2020-05-17
Slovenia,ClosPrim,Closure of educational institutions: primary schools.,2020-10-26,2021-02-14
Slovenia,ClosPrim,Closure of educational institutions: primary schools.,2021-04-01,2021-04-11
Slovenia,ClosPrimPartial,Closure of educational institutions: primary schools - partially relaxed measure,2020-05-18,2020-06-02
Slovenia,ClosPubAny,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers, etc).",2020-03-14,2020-04-28
Slovenia,ClosPubAny,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers, etc).",2021-02-15,2021-03-19
Slovenia,ClosPubAny,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers, etc).",2021-04-01,2021-04-11
Slovenia,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-04-29,2021-02-14
Slovenia,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2021-03-20,2021-03-31
Slovenia,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2021-04-12,
Slovenia,ClosSec,Closure of educational institutions: secondary schools.,2020-03-12,2020-05-17
Slovenia,ClosSec,Closure of educational institutions: secondary schools.,2020-06-01,2020-06-22
Slovenia,ClosSec,Closure of educational institutions: secondary schools.,2020-10-19,2021-02-14
Slovenia,ClosSec,Closure of educational institutions: secondary schools.,2021-04-01,2021-04-11
Slovenia,ClosureOfPublicTransport,Closure of public transport,2020-03-14,2020-04-30
Slovenia,ClosureOfPublicTransport,Closure of public transport,2020-11-16,2020-12-15
Slovenia,ClosureOfPublicTransportPartial,Closure of public transport - partially relaxed measure,2022-01-10,2022-05-13
Slovenia,EntertainmentVenues,Closure of entertainment venues,2020-03-16,2020-04-28
Slovenia,EntertainmentVenues,Closure of entertainment venues,2021-04-01,2021-04-11
Slovenia,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2020-04-29,2020-12-18
Slovenia,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2021-01-09,2021-01-15
Slovenia,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2021-03-20,2021-03-31
Slovenia,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2021-04-12,2022-05-29
