sex,age,icd10,resid,country,2016,2017,2018,2019,2020,2021,2022,2023
Females,Less than 15 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Portugal,,0.0,0.0,0.0,0.0,0.0,,
Females,Less than 15 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Romania,,0.0,0.0,0.0,0.0,0.0,,
Females,Less than 15 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Serbia,0.0,0.0,0.0,0.0,0.0,0.0,,
Females,Less than 15 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,,
Females,Less than 15 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,,
Females,Less than 15 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,,
Females,Less than 15 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Türkiye,,0.0,0.0,0.0,0.0,0.0,,
Females,Less than 15 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,United Kingdom,0.0,0.0,0.0,,,,,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Austria,2.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Belgium,2.0,2.0,0.0,1.0,7.0,3.0,7.0,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Bulgaria,1.0,0.0,1.0,1.0,0.0,0.0,0.0,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Switzerland,1.0,4.0,0.0,2.0,6.0,3.0,3.0,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Cyprus,,0.0,0.0,0.0,0.0,,0.0,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Czechia,0.0,1.0,3.0,4.0,1.0,2.0,2.0,3.0
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Germany,8.0,12.0,5.0,11.0,10.0,15.0,12.0,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Denmark,0.0,1.0,0.0,1.0,0.0,2.0,0.0,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Estonia,0.0,1.0,0.0,0.0,2.0,0.0,1.0,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Greece,0.0,0.0,0.0,2.0,1.0,1.0,0.0,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Spain,4.0,7.0,3.0,3.0,7.0,8.0,3.0,7.0
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,European Union - 27 countries (from 2020),59.0,68.0,61.0,62.0,64.0,92.0,,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,European Union - 28 countries (2013-2020),63.0,75.0,68.0,,,,,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Finland,1.0,3.0,2.0,2.0,2.0,2.0,4.0,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,France,13.0,9.0,16.0,17.0,7.0,17.0,23.0,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Metropolitan France,13.0,7.0,13.0,14.0,6.0,16.0,23.0,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Croatia,0.0,0.0,0.0,1.0,2.0,0.0,0.0,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Hungary,0.0,1.0,1.0,1.0,0.0,2.0,1.0,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Ireland,2.0,1.0,1.0,1.0,1.0,0.0,1.0,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Iceland,0.0,0.0,,,0.0,,0.0,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Italy,1.0,5.0,6.0,4.0,0.0,7.0,3.0,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Liechtenstein,,,0.0,0.0,,0.0,0.0,0.0
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Lithuania,0.0,3.0,0.0,0.0,1.0,1.0,1.0,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Luxembourg,,0.0,0.0,,0.0,0.0,1.0,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Latvia,2.0,0.0,0.0,0.0,0.0,0.0,,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Malta,0.0,0.0,0.0,0.0,0.0,0.0,,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Netherlands,3.0,3.0,1.0,2.0,4.0,7.0,1.0,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Norway,1.0,4.0,3.0,3.0,3.0,2.0,,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Poland,8.0,6.0,9.0,8.0,12.0,12.0,23.0,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Portugal,1.0,1.0,0.0,0.0,0.0,0.0,,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Romania,8.0,4.0,4.0,2.0,2.0,4.0,,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Serbia,1.0,0.0,0.0,1.0,0.0,1.0,1.0,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Sweden,3.0,4.0,4.0,1.0,3.0,7.0,8.0,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Slovenia,0.0,0.0,2.0,0.0,0.0,0.0,4.0,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Slovakia,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,Türkiye,17.0,23.0,37.0,25.0,35.0,37.0,43.0,
Females,Less than 15 years,Intentional self-harm,All deaths reported in the country,United Kingdom,4.0,7.0,7.0,,,,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Austria,2.0,2.0,1.0,0.0,1.0,1.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Belgium,2.0,2.0,0.0,1.0,7.0,3.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Bulgaria,1.0,0.0,1.0,1.0,0.0,0.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Switzerland,1.0,4.0,0.0,2.0,6.0,3.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Cyprus,,0.0,0.0,0.0,0.0,,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Czechia,0.0,1.0,3.0,4.0,1.0,2.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Germany,8.0,12.0,5.0,11.0,10.0,15.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Denmark,0.0,1.0,0.0,1.0,0.0,2.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Estonia,0.0,1.0,0.0,0.0,2.0,0.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Greece,0.0,0.0,0.0,2.0,1.0,1.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Spain,4.0,7.0,3.0,4.0,7.0,8.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,European Union - 27 countries (from 2020),59.0,68.0,61.0,62.0,64.0,92.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,European Union - 28 countries (2013-2020),63.0,75.0,68.0,,,,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Finland,1.0,3.0,2.0,2.0,2.0,2.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,France,13.0,9.0,16.0,17.0,7.0,17.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Croatia,0.0,0.0,0.0,1.0,2.0,0.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Hungary,0.0,1.0,1.0,1.0,0.0,2.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Ireland,2.0,1.0,1.0,1.0,1.0,0.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Iceland,0.0,0.0,,,0.0,,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Italy,1.0,4.0,6.0,3.0,0.0,7.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Liechtenstein,,,,,,,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Lithuania,0.0,3.0,0.0,0.0,1.0,1.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Luxembourg,0.0,,0.0,,0.0,,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Latvia,2.0,0.0,0.0,0.0,0.0,0.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Malta,0.0,,,,0.0,,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Netherlands,3.0,3.0,1.0,2.0,4.0,7.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Norway,1.0,4.0,3.0,3.0,3.0,2.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Poland,8.0,6.0,9.0,8.0,12.0,12.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Portugal,1.0,1.0,0.0,0.0,0.0,0.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Romania,8.0,5.0,4.0,2.0,2.0,4.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Serbia,1.0,0.0,0.0,1.0,0.0,1.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Sweden,3.0,4.0,4.0,1.0,3.0,7.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Slovenia,0.0,0.0,2.0,0.0,0.0,0.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Slovakia,0.0,2.0,2.0,0.0,1.0,1.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,Türkiye,17.0,22.0,37.0,25.0,35.0,37.0,,
Females,Less than 15 years,Intentional self-harm,All deaths of residents in or outside their home country,United Kingdom,4.0,7.0,7.0,,,,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Austria,412.0,397.0,436.0,412.0,470.0,506.0,512.0,517.0
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Belgium,295.0,319.0,302.0,281.0,310.0,299.0,319.0,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Bulgaria,24.0,17.0,29.0,30.0,42.0,33.0,17.0,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Switzerland,133.0,139.0,118.0,156.0,124.0,163.0,152.0,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Cyprus,2.0,2.0,2.0,2.0,3.0,4.0,5.0,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Czechia,116.0,110.0,108.0,146.0,165.0,190.0,187.0,174.0
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Germany,4333.0,4051.0,4020.0,3787.0,3882.0,3872.0,4307.0,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Denmark,491.0,408.0,363.0,322.0,313.0,385.0,342.0,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Estonia,54.0,54.0,46.0,41.0,46.0,73.0,68.0,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Greece,22.0,31.0,23.0,39.0,27.0,46.0,69.0,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Spain,215.0,199.0,201.0,204.0,217.0,211.0,194.0,228.0
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,European Union - 27 countries (from 2020),12564.0,12391.0,12897.0,12998.0,13664.0,13585.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,European Union - 28 countries (2013-2020),13174.0,13056.0,13580.0,,,,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Finland,182.0,166.0,190.0,206.0,168.0,185.0,193.0,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,France,2039.0,1985.0,2140.0,2170.0,2052.0,2205.0,2281.0,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Metropolitan France,1935.0,1882.0,2027.0,2070.0,1949.0,2107.0,2196.0,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Croatia,189.0,135.0,176.0,272.0,249.0,305.0,307.0,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Hungary,316.0,300.0,375.0,379.0,518.0,458.0,495.0,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Ireland,14.0,9.0,20.0,16.0,20.0,15.0,16.0,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Iceland,5.0,6.0,4.0,4.0,5.0,6.0,3.0,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Italy,205.0,179.0,220.0,204.0,221.0,277.0,252.0,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Liechtenstein,,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Lithuania,23.0,15.0,13.0,21.0,15.0,17.0,15.0,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Luxembourg,13.0,14.0,19.0,8.0,12.0,16.0,17.0,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Latvia,96.0,107.0,109.0,71.0,99.0,184.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Malta,1.0,4.0,2.0,1.0,2.0,1.0,3.0,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Netherlands,399.0,401.0,448.0,387.0,447.0,447.0,502.0,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Norway,112.0,103.0,112.0,82.0,108.0,98.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Poland,2263.0,2629.0,2708.0,2845.0,3331.0,2807.0,3098.0,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Portugal,78.0,71.0,83.0,88.0,99.0,96.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Romania,226.0,209.0,190.0,198.0,202.0,257.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Serbia,228.0,248.0,197.0,209.0,244.0,233.0,255.0,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Sweden,175.0,168.0,217.0,254.0,238.0,251.0,233.0,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Slovenia,257.0,293.0,299.0,408.0,328.0,290.0,285.0,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Slovakia,124.0,118.0,158.0,206.0,188.0,155.0,135.0,54.0
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Türkiye,19.0,26.0,23.0,11.0,23.0,23.0,16.0,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,United Kingdom,610.0,665.0,683.0,,,,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Austria,405.0,388.0,428.0,399.0,457.0,487.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Belgium,291.0,320.0,299.0,278.0,311.0,296.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Bulgaria,25.0,18.0,30.0,31.0,43.0,34.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Switzerland,132.0,137.0,117.0,152.0,123.0,164.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Cyprus,2.0,2.0,2.0,2.0,3.0,3.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Czechia,112.0,108.0,107.0,142.0,160.0,188.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Germany,4315.0,4036.0,3995.0,3766.0,3857.0,3843.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Denmark,490.0,406.0,362.0,322.0,313.0,385.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Estonia,54.0,54.0,46.0,42.0,46.0,73.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Greece,22.0,30.0,21.0,38.0,28.0,45.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Spain,214.0,197.0,202.0,200.0,217.0,209.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,European Union - 27 countries (from 2020),12546.0,12363.0,12867.0,12956.0,13622.0,13534.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,European Union - 28 countries (2013-2020),13156.0,13030.0,13547.0,,,,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Finland,183.0,166.0,191.0,206.0,168.0,185.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,France,2038.0,1980.0,2131.0,2164.0,2051.0,2206.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Croatia,189.0,135.0,176.0,269.0,248.0,304.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Hungary,317.0,299.0,374.0,379.0,518.0,458.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Ireland,14.0,9.0,21.0,16.0,20.0,15.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Iceland,5.0,7.0,4.0,4.0,5.0,6.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Italy,201.0,165.0,215.0,197.0,215.0,271.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Liechtenstein,,0.0,0.0,0.0,1.0,1.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Lithuania,24.0,17.0,13.0,23.0,15.0,20.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Luxembourg,15.0,12.0,19.0,8.0,13.0,16.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Latvia,99.0,110.0,110.0,73.0,100.0,183.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Malta,1.0,4.0,2.0,1.0,2.0,1.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Netherlands,387.0,389.0,438.0,371.0,429.0,430.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Norway,112.0,104.0,114.0,84.0,107.0,100.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Poland,2280.0,2647.0,2737.0,2868.0,3352.0,2830.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Portugal,78.0,72.0,82.0,88.0,99.0,95.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Romania,229.0,218.0,196.0,202.0,206.0,264.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Serbia,228.0,248.0,197.0,209.0,244.0,233.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Sweden,175.0,168.0,215.0,253.0,238.0,247.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Slovenia,257.0,292.0,296.0,408.0,324.0,288.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Slovakia,129.0,121.0,159.0,210.0,189.0,158.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Türkiye,20.0,25.0,23.0,11.0,23.0,23.0,,
Males,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,United Kingdom,610.0,667.0,680.0,,,,,
Males,Total,Total,All deaths reported in the country,Austria,38795.0,39683.0,40556.0,40525.0,44964.0,45437.0,46113.0,44805.0
Males,Total,Total,All deaths reported in the country,Belgium,53327.0,52960.0,54016.0,53229.0,62122.0,56581.0,56780.0,
Males,Total,Total,All deaths reported in the country,Bulgaria,55521.0,56141.0,55709.0,55294.0,65083.0,76115.0,60576.0,
Males,Total,Total,All deaths reported in the country,Switzerland,31547.0,32625.0,32627.0,33043.0,37922.0,35396.0,36750.0,
Males,Total,Total,All deaths reported in the country,Cyprus,2986.0,3254.0,3130.0,3369.0,3469.0,3867.0,3853.0,
Males,Total,Total,All deaths reported in the country,Czechia,55136.0,56632.0,57482.0,57613.0,66916.0,73848.0,61888.0,58276.0
Males,Total,Total,All deaths reported in the country,Germany,450034.0,459386.0,471853.0,467773.0,494505.0,517188.0,534493.0,
Males,Total,Total,All deaths reported in the country,Denmark,26319.0,26710.0,27869.0,27244.0,27899.0,29076.0,30221.0,
Males,Total,Total,All deaths reported in the country,Estonia,7312.0,7320.0,7381.0,7166.0,7428.0,8743.0,8177.0,
Males,Total,Total,All deaths reported in the country,Greece,60632.0,63181.0,61444.0,63129.0,66209.0,73468.0,70888.0,
Males,Total,Total,All deaths reported in the country,Spain,208993.0,214236.0,216442.0,212683.0,249664.0,231410.0,234362.0,220742.0
Males,Total,Total,All deaths reported in the country,European Union - 27 countries (from 2020),2265175.0,2312415.0,2336843.0,2325087.0,2611393.0,2677244.0,,
Males,Total,Total,All deaths reported in the country,European Union - 28 countries (2013-2020),2559602.0,2612713.0,2638436.0,,,,,
Males,Total,Total,All deaths reported in the country,Finland,26889.0,26790.0,27118.0,26993.0,27910.0,29070.0,31606.0,
Males,Total,Total,All deaths reported in the country,France,296867.0,300994.0,303828.0,305108.0,335141.0,333682.0,336564.0,
Males,Total,Total,All deaths reported in the country,Metropolitan France,290026.0,294194.0,296616.0,297552.0,327343.0,324243.0,327632.0,
Males,Total,Total,All deaths reported in the country,Croatia,25678.0,26207.0,26364.0,25785.0,28368.0,31523.0,28367.0,
Males,Total,Total,All deaths reported in the country,Hungary,62658.0,64025.0,64016.0,62843.0,68661.0,77099.0,66749.0,
Males,Total,Total,All deaths reported in the country,Ireland,15620.0,15489.0,16045.0,16272.0,17049.0,18296.0,18553.0,
Males,Total,Total,All deaths reported in the country,Iceland,1177.0,1091.0,1096.0,1115.0,1135.0,1147.0,1320.0,
Males,Total,Total,All deaths reported in the country,Italy,297665.0,310591.0,302979.0,307559.0,362662.0,343343.0,346185.0,
Males,Total,Total,All deaths reported in the country,Liechtenstein,98.0,75.0,81.0,83.0,94.0,73.0,77.0,78.0
Males,Total,Total,All deaths reported in the country,Lithuania,20016.0,18986.0,18702.0,18212.0,20991.0,22598.0,20379.0,
Males,Total,Total,All deaths reported in the country,Luxembourg,2026.0,2062.0,2065.0,2086.0,2258.0,2206.0,2154.0,
Males,Total,Total,All deaths reported in the country,Latvia,13328.0,13467.0,13402.0,12870.0,13342.0,16011.0,,
Males,Total,Total,All deaths reported in the country,Malta,1700.0,1866.0,1919.0,1903.0,2135.0,2102.0,2217.0,
Males,Total,Total,All deaths reported in the country,Netherlands,71622.0,72219.0,74083.0,73870.0,84031.0,85238.0,83302.0,
Males,Total,Total,All deaths reported in the country,Norway,19423.0,19368.0,19534.0,19609.0,19708.0,20016.0,,
Males,Total,Total,All deaths reported in the country,Poland,202609.0,208168.0,214179.0,212034.0,250219.0,269248.0,230377.0,
Males,Total,Total,All deaths reported in the country,Portugal,55865.0,55402.0,57097.0,56214.0,61636.0,63009.0,,
Males,Total,Total,All deaths reported in the country,Romania,133492.0,134905.0,136874.0,134770.0,157312.0,172717.0,,
Males,Total,Total,All deaths reported in the country,Serbia,50517.0,51536.0,50782.0,51078.0,60202.0,69457.0,54676.0,
Males,Total,Total,All deaths reported in the country,Sweden,44018.0,44517.0,44983.0,43701.0,49712.0,46199.0,47152.0,
Males,Total,Total,All deaths reported in the country,Slovenia,9607.0,10011.0,9877.0,9797.0,11518.0,11538.0,10904.0,
Males,Total,Total,All deaths reported in the country,Slovakia,26460.0,27213.0,27430.0,27045.0,30189.0,37632.0,30414.0,27635.0
Males,Total,Total,All deaths reported in the country,Türkiye,228954.0,231075.0,230446.0,235443.0,281734.0,305574.0,273425.0,
Males,Total,Total,All deaths reported in the country,United Kingdom,294427.0,300298.0,301593.0,,,,,
Males,Total,Total,All deaths of residents in or outside their home country,Austria,38255.0,39129.0,40070.0,39917.0,44464.0,44904.0,,
Males,Total,Total,All deaths of residents in or outside their home country,Belgium,52930.0,53405.0,53603.0,52759.0,61711.0,56101.0,,
Males,Total,Total,All deaths of residents in or outside their home country,Bulgaria,55510.0,56114.0,55633.0,55245.0,65057.0,76021.0,,
Males,Total,Total,All deaths of residents in or outside their home country,Switzerland,31206.0,32267.0,32251.0,32613.0,37512.0,34929.0,,
Males,Total,Total,All deaths of residents in or outside their home country,Cyprus,2926.0,3185.0,3062.0,3309.0,3459.0,3828.0,,
Males,Total,Total,All deaths of residents in or outside their home country,Czechia,54706.0,56280.0,57050.0,57125.0,66490.0,73285.0,,
Males,Total,Total,All deaths of residents in or outside their home country,Germany,450330.0,460315.0,471998.0,467869.0,494080.0,517205.0,,
Males,Total,Total,All deaths of residents in or outside their home country,Denmark,26279.0,26722.0,27837.0,27319.0,27921.0,29108.0,,
Males,Total,Total,All deaths of residents in or outside their home country,Estonia,7326.0,7320.0,7380.0,7179.0,7429.0,8739.0,,
Males,Total,Total,All deaths of residents in or outside their home country,Greece,60140.0,62723.0,60835.0,62574.0,66000.0,73083.0,,
Males,Total,Total,All deaths of residents in or outside their home country,Spain,207581.0,212752.0,214928.0,211100.0,248917.0,230457.0,,
Males,Total,Total,All deaths of residents in or outside their home country,European Union - 27 countries (from 2020),2259917.0,2307989.0,2330657.0,2318269.0,2606256.0,2671917.0,,
Males,Total,Total,All deaths of residents in or outside their home country,European Union - 28 countries (2013-2020),2554817.0,2608777.0,2632624.0,,,,,
Males,Total,Total,All deaths of residents in or outside their home country,Finland,26846.0,26773.0,27056.0,26959.0,27859.0,29037.0,,
Males,Total,Total,All deaths of residents in or outside their home country,France,296439.0,300277.0,303106.0,304382.0,334628.0,333161.0,,
Males,Total,Total,All deaths of residents in or outside their home country,Croatia,25390.0,25920.0,26017.0,25423.0,28146.0,31188.0,,
Males,Total,Total,All deaths of residents in or outside their home country,Hungary,62520.0,63918.0,63859.0,62721.0,68498.0,76855.0,,
Males,Total,Total,All deaths of residents in or outside their home country,Ireland,15614.0,15480.0,16058.0,16220.0,17029.0,18266.0,,
Males,Total,Total,All deaths of residents in or outside their home country,Iceland,1183.0,1102.0,1111.0,1132.0,1145.0,1155.0,,
