worktime,sector,sex,level,country,2005,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Full-time,Private institutions,Females,Master's or equivalent level - professional,Slovakia,,,,,,,,,,,,,
Full-time,Private institutions,Females,Master's or equivalent level - professional,Türkiye,,,,,,,,,,,,,
Full-time,Private institutions,Females,Master's or equivalent level - professional,United Kingdom,,,,,,,,,,,,,
Full-time,Private institutions,Females,Doctoral or equivalent level,Albania,,,,,,,,,,,,46.0,14.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Austria,,,,155.0,153.0,159.0,154.0,207.0,188.0,208.0,252.0,401.0,495.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Bosnia and Herzegovina,,,,,,,,,61.0,55.0,47.0,67.0,74.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Belgium,,,,2715.0,3032.0,3262.0,3294.0,4476.0,3486.0,3447.0,3481.0,3657.0,3764.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Bulgaria,,,,16.0,26.0,27.0,33.0,29.0,21.0,17.0,16.0,8.0,24.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Switzerland,,,,0.0,0.0,0.0,0.0,0.0,166.0,162.0,167.0,172.0,181.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Cyprus,,,,44.0,67.0,87.0,116.0,136.0,166.0,179.0,205.0,226.0,215.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Czechia,,,,54.0,54.0,53.0,40.0,40.0,38.0,32.0,29.0,33.0,25.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Germany,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,178.0,194.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Denmark,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Estonia,,,,1566.0,1499.0,1447.0,13.0,8.0,13.0,15.0,12.0,16.0,14.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Greece,,,,,,,,,,,,,
Full-time,Private institutions,Females,Doctoral or equivalent level,Spain,,,,849.0,538.0,726.0,748.0,1728.0,2228.0,2494.0,2566.0,2730.0,2980.0
Full-time,Private institutions,Females,Doctoral or equivalent level,European Union - 27 countries (from 2020),,,,10395.0,10555.0,10847.0,9357.0,11758.0,11602.0,11765.0,12156.0,13005.0,15856.0
Full-time,Private institutions,Females,Doctoral or equivalent level,European Union - 28 countries (2013-2020),,,,46467.0,47729.0,49286.0,48502.0,51301.0,51313.0,52406.0,,,
Full-time,Private institutions,Females,Doctoral or equivalent level,Finland,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Full-time,Private institutions,Females,Doctoral or equivalent level,France,,,,176.0,235.0,199.0,168.0,194.0,419.0,404.0,286.0,348.0,339.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Croatia,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Hungary,,,,135.0,152.0,152.0,172.0,160.0,163.0,172.0,349.0,659.0,3333.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Ireland,,,,55.0,22.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Iceland,,,,7.0,6.0,7.0,2.0,6.0,7.0,15.0,19.0,28.0,31.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Italy,,,,892.0,859.0,835.0,706.0,663.0,730.0,774.0,910.0,975.0,961.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Liechtenstein,,,,7.0,10.0,10.0,16.0,17.0,20.0,14.0,11.0,10.0,12.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Lithuania,,,,10.0,12.0,10.0,8.0,6.0,5.0,5.0,7.0,14.0,14.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Luxembourg,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Latvia,,,,1363.0,1337.0,1311.0,1358.0,1371.0,1282.0,1181.0,1129.0,1089.0,1072.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Montenegro,,,,,,,6.0,3.0,1.0,4.0,5.0,8.0,
Full-time,Private institutions,Females,Doctoral or equivalent level,North Macedonia,,,,0.0,0.0,53.0,75.0,68.0,47.0,42.0,59.0,96.0,128.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Malta,,,,0.0,0.0,0.0,0.0,51.0,189.0,193.0,220.0,205.0,155.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Netherlands,,,,,,,,,,,,,
Full-time,Private institutions,Females,Doctoral or equivalent level,Norway,,,,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Poland,,,,1012.0,1263.0,1275.0,1363.0,1436.0,1413.0,1308.0,1064.0,911.0,654.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Portugal,,,,746.0,715.0,647.0,608.0,680.0,724.0,743.0,865.0,910.0,965.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Romania,,,,118.0,109.0,147.0,104.0,145.0,109.0,171.0,111.0,167.0,156.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Serbia,,,,137.0,203.0,154.0,150.0,159.0,167.0,175.0,144.0,157.0,108.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Sweden,,,,270.0,288.0,274.0,276.0,283.0,261.0,255.0,296.0,296.0,294.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Slovenia,,,,160.0,131.0,165.0,148.0,121.0,152.0,151.0,147.0,156.0,166.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Slovakia,,,,59.0,58.0,54.0,38.0,24.0,15.0,17.0,21.0,26.0,32.0
Full-time,Private institutions,Females,Doctoral or equivalent level,Türkiye,,,,2186.0,2249.0,2768.0,3278.0,3198.0,3677.0,4608.0,4856.0,5331.0,5944.0
Full-time,Private institutions,Females,Doctoral or equivalent level,United Kingdom,,,,36072.0,37174.0,38439.0,39145.0,39543.0,39711.0,40641.0,,,
Full-time,Private institutions,Males,Short-cycle tertiary education,Albania,,,,,,,,,,,,1040.0,1126.0
Full-time,Private institutions,Males,Short-cycle tertiary education,Austria,,,,5872.0,5800.0,5692.0,5681.0,5547.0,5786.0,6075.0,6091.0,6313.0,6219.0
Full-time,Private institutions,Males,Short-cycle tertiary education,Bosnia and Herzegovina,,,,,,,,,,,,,0.0
Full-time,Private institutions,Males,Short-cycle tertiary education,Belgium,,,,652.0,704.0,703.0,734.0,700.0,657.0,632.0,2119.0,3234.0,3186.0
Full-time,Private institutions,Males,Short-cycle tertiary education,Bulgaria,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education,Switzerland,,,,2941.0,2564.0,2776.0,244.0,88.0,75.0,39.0,23.0,17.0,19.0
Full-time,Private institutions,Males,Short-cycle tertiary education,Cyprus,,,,1165.0,996.0,1343.0,1934.0,2858.0,2619.0,2655.0,3233.0,2006.0,1570.0
Full-time,Private institutions,Males,Short-cycle tertiary education,Czechia,,,,35.0,48.0,54.0,46.0,48.0,44.0,46.0,40.0,44.0,51.0
Full-time,Private institutions,Males,Short-cycle tertiary education,Germany,,,,14.0,23.0,33.0,54.0,43.0,50.0,1744.0,1557.0,1674.0,1804.0
Full-time,Private institutions,Males,Short-cycle tertiary education,Denmark,,,,131.0,441.0,451.0,291.0,73.0,68.0,66.0,58.0,70.0,78.0
Full-time,Private institutions,Males,Short-cycle tertiary education,Estonia,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education,Greece,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education,Spain,,,,34623.0,37920.0,40200.0,41375.0,48250.0,52901.0,53761.0,58024.0,64381.0,66040.0
Full-time,Private institutions,Males,Short-cycle tertiary education,European Union - 27 countries (from 2020),,,,130149.0,132679.0,132936.0,138861.0,150612.0,165762.0,177659.0,192103.0,209130.0,234343.0
Full-time,Private institutions,Males,Short-cycle tertiary education,European Union - 28 countries (2013-2020),,,,175437.0,180822.0,182607.0,194327.0,212183.0,238418.0,276076.0,,,
Full-time,Private institutions,Males,Short-cycle tertiary education,Finland,,,,0.0,0.0,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education,France,,,,72563.0,72353.0,69678.0,71266.0,72785.0,80613.0,87136.0,91037.0,95859.0,111557.0
Full-time,Private institutions,Males,Short-cycle tertiary education,Croatia,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Full-time,Private institutions,Males,Short-cycle tertiary education,Hungary,,,,4520.0,1757.0,493.0,361.0,345.0,299.0,265.0,253.0,679.0,3258.0
Full-time,Private institutions,Males,Short-cycle tertiary education,Ireland,,,,0.0,113.0,243.0,164.0,54.0,991.0,117.0,142.0,150.0,30.0
Full-time,Private institutions,Males,Short-cycle tertiary education,Iceland,,,,74.0,66.0,60.0,77.0,75.0,49.0,25.0,25.0,29.0,18.0
Full-time,Private institutions,Males,Short-cycle tertiary education,Italy,,,,1896.0,3985.0,4911.0,6140.0,8032.0,9726.0,12196.0,14673.0,17032.0,20864.0
Full-time,Private institutions,Males,Short-cycle tertiary education,Liechtenstein,,,,,,,,,,0.0,0.0,0.0,0.0
Full-time,Private institutions,Males,Short-cycle tertiary education,Lithuania,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education,Luxembourg,,,,0.0,0.0,0.0,0.0,0.0,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education,Latvia,,,,1307.0,1190.0,1027.0,1075.0,1126.0,1050.0,980.0,849.0,946.0,966.0
Full-time,Private institutions,Males,Short-cycle tertiary education,Montenegro,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education,North Macedonia,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education,Malta,,,,0.0,0.0,14.0,60.0,37.0,38.0,79.0,149.0,66.0,74.0
Full-time,Private institutions,Males,Short-cycle tertiary education,Netherlands,,,,,,534.0,1135.0,1126.0,1249.0,1188.0,1157.0,1157.0,1381.0
Full-time,Private institutions,Males,Short-cycle tertiary education,Norway,,,,1344.0,1218.0,1422.0,974.0,1093.0,1152.0,1231.0,1269.0,1671.0,1836.0
Full-time,Private institutions,Males,Short-cycle tertiary education,Poland,,,,150.0,79.0,32.0,0.0,0.0,0.0,0.0,0.0,86.0,80.0
Full-time,Private institutions,Males,Short-cycle tertiary education,Portugal,,,,,,28.0,671.0,1113.0,1395.0,1935.0,2171.0,2472.0,2548.0
Full-time,Private institutions,Males,Short-cycle tertiary education,Romania,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education,Serbia,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education,Sweden,,,,6870.0,6902.0,7077.0,7444.0,8019.0,7830.0,8366.0,10157.0,12571.0,14224.0
Full-time,Private institutions,Males,Short-cycle tertiary education,Slovenia,,,,173.0,138.0,171.0,146.0,149.0,132.0,127.0,125.0,123.0,130.0
Full-time,Private institutions,Males,Short-cycle tertiary education,Slovakia,,,,178.0,230.0,252.0,283.0,307.0,314.0,291.0,268.0,267.0,283.0
Full-time,Private institutions,Males,Short-cycle tertiary education,Türkiye,,,,23434.0,31701.0,47454.0,63729.0,72031.0,68581.0,69801.0,76615.0,77659.0,84408.0
Full-time,Private institutions,Males,Short-cycle tertiary education,United Kingdom,,,,45288.0,48143.0,49671.0,55467.0,61571.0,72656.0,98416.0,,,
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Albania,,,,,,,,,,,,12455.0,13884.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Austria,,,,31342.0,32542.0,33763.0,35354.0,36706.0,39598.0,40322.0,41708.0,44523.0,45901.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Bosnia and Herzegovina,,,,,,,,,7730.0,6713.0,6017.0,5999.0,5631.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Belgium,,,,89430.0,89249.0,91147.0,93054.0,101731.0,95643.0,95421.0,97790.0,103054.0,104786.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Bulgaria,,,,9745.0,9169.0,8570.0,7679.0,6953.0,6452.0,6344.0,6497.0,6430.0,5927.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Switzerland,,,,6060.0,5926.0,6347.0,2808.0,2900.0,3939.0,4112.0,4506.0,4620.0,4764.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Cyprus,,,,8417.0,8226.0,9099.0,10292.0,12462.0,13442.0,15197.0,16422.0,14962.0,13437.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Czechia,,,,20988.0,19222.0,17490.0,14832.0,14523.0,13879.0,13637.0,13299.0,13553.0,13031.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Germany,,,,63094.0,68406.0,71709.0,76705.0,82158.0,89396.0,119046.0,120937.0,132659.0,145901.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Denmark,,,,1241.0,1786.0,1781.0,1456.0,945.0,913.0,259.0,279.0,281.0,329.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Estonia,,,,17836.0,16319.0,15891.0,1661.0,1740.0,1402.0,1374.0,1286.0,1346.0,1187.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Greece,,,,,,,,,,,,,
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Spain,,,,105655.0,113671.0,118211.0,124577.0,138886.0,147550.0,149432.0,159921.0,177655.0,189559.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),European Union - 27 countries (from 2020),,,,897657.0,879670.0,910523.0,925206.0,985309.0,1065046.0,1138504.0,1213216.0,1266131.0,1398472.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),European Union - 28 countries (2013-2020),,,,1679134.0,1673984.0,1703587.0,1737877.0,1823947.0,1928362.0,2059828.0,,,
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Finland,,,,24608.0,26102.0,36669.0,43810.0,45780.0,45967.0,45556.0,44395.0,45713.0,46890.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),France,,,,235168.0,240628.0,241523.0,249837.0,262746.0,306289.0,323522.0,341957.0,324909.0,354247.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Croatia,,,,3453.0,3681.0,3812.0,3964.0,4092.0,4019.0,4234.0,4141.0,3902.0,3765.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Hungary,,,,13689.0,10627.0,9154.0,8563.0,8372.0,8456.0,8393.0,13063.0,23087.0,72724.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Ireland,,,,1199.0,1692.0,3632.0,1964.0,2860.0,4108.0,2385.0,2901.0,2950.0,1622.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Iceland,,,,1629.0,1798.0,1728.0,1682.0,1635.0,1604.0,1490.0,1591.0,1694.0,1788.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Italy,,,,75310.0,81259.0,87213.0,91844.0,104282.0,121047.0,138212.0,165745.0,180850.0,201469.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Liechtenstein,,,,372.0,362.0,340.0,340.0,366.0,384.0,396.0,384.0,398.0,392.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Lithuania,,,,4557.0,4156.0,3795.0,3512.0,3136.0,3110.0,3215.0,3780.0,4347.0,4814.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Luxembourg,,,,,,0.0,62.0,166.0,,0.0,0.0,0.0,0.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Latvia,,,,26053.0,25448.0,23142.0,23084.0,23458.0,22968.0,24057.0,24454.0,23848.0,22929.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Montenegro,,,,,,,3024.0,3152.0,2842.0,2898.0,3132.0,3273.0,
Full-time,Private institutions,Males,Tertiary education (levels 5-8),North Macedonia,,,,,3229.0,4533.0,4426.0,4394.0,4789.0,4136.0,4309.0,4768.0,4809.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Malta,,,,39.0,48.0,69.0,165.0,191.0,413.0,594.0,813.0,684.0,1537.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Netherlands,,,,,,14900.0,13773.0,14242.0,14285.0,16088.0,14831.0,14831.0,13210.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Norway,,,,11873.0,11530.0,11898.0,12210.0,13033.0,13259.0,13551.0,14202.0,16399.0,17489.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Poland,,,,34506.0,47312.0,46109.0,48335.0,50028.0,53986.0,57216.0,60459.0,62653.0,68877.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Portugal,,,,27736.0,24643.0,23311.0,24137.0,23999.0,25985.0,27775.0,29629.0,31727.0,32733.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Romania,,,,82050.0,33686.0,28636.0,26264.0,25226.0,25332.0,24528.0,25118.0,25046.0,24290.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Serbia,,,,17976.0,17771.0,16301.0,16524.0,16679.0,16274.0,16969.0,16552.0,16537.0,17630.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Sweden,,,,15514.0,15713.0,15991.0,16230.0,17096.0,17085.0,17777.0,19587.0,22495.0,24319.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Slovenia,,,,1778.0,1513.0,1399.0,1232.0,1196.0,1161.0,1204.0,1304.0,1441.0,1413.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Slovakia,,,,4249.0,3968.0,3507.0,2819.0,2335.0,2560.0,2715.0,2900.0,3186.0,3575.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),Türkiye,,,,150906.0,186568.0,229134.0,283935.0,293667.0,306633.0,304611.0,305196.0,312781.0,325309.0
Full-time,Private institutions,Males,Tertiary education (levels 5-8),United Kingdom,,,,781477.0,794314.0,793064.0,812671.0,838638.0,863316.0,921324.0,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Albania,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Austria,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Bosnia and Herzegovina,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Belgium,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Bulgaria,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Switzerland,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Cyprus,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Czechia,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Germany,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Denmark,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Estonia,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Greece,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Spain,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,European Union - 27 countries (from 2020),,,,,,308.0,341.0,271.0,178.0,582.0,556.0,433.0,471.0
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,European Union - 28 countries (2013-2020),,,,,,23368.0,21136.0,20009.0,19671.0,24990.0,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Finland,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,France,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Croatia,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Hungary,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Ireland,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Iceland,,,,2.0,1.0,0.0,0.0,6.0,3.0,2.0,6.0,8.0,4.0
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Italy,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Liechtenstein,,,,,,,,,,0.0,0.0,0.0,0.0
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Lithuania,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Luxembourg,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Latvia,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Montenegro,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,North Macedonia,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Malta,,,,0.0,0.0,14.0,60.0,37.0,38.0,65.0,100.0,35.0,57.0
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Netherlands,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Norway,,,,0.0,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Poland,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Portugal,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Romania,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Serbia,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Sweden,,,,343.0,312.0,294.0,281.0,234.0,140.0,518.0,456.0,398.0,414.0
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Slovenia,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Slovakia,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,Türkiye,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - general/academic,United Kingdom,,,,,25136.0,23060.0,20795.0,19738.0,19493.0,24408.0,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Albania,,,,,,,,,,,,1040.0,1126.0
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Austria,,,,5872.0,5800.0,5692.0,5681.0,5547.0,5786.0,6075.0,6091.0,6313.0,6219.0
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Bosnia and Herzegovina,,,,,,,,,,,,,0.0
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Belgium,,,,652.0,704.0,703.0,734.0,700.0,657.0,632.0,2119.0,3234.0,3186.0
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Bulgaria,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Switzerland,,,,2941.0,2564.0,2776.0,244.0,88.0,75.0,39.0,23.0,17.0,19.0
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Cyprus,,,,1165.0,996.0,1343.0,1934.0,2858.0,2619.0,2655.0,3233.0,2006.0,1570.0
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Czechia,,,,35.0,48.0,54.0,46.0,48.0,44.0,46.0,40.0,44.0,51.0
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Germany,,,,14.0,23.0,33.0,54.0,43.0,50.0,1744.0,1557.0,1674.0,1804.0
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Denmark,,,,131.0,441.0,451.0,291.0,73.0,68.0,66.0,58.0,70.0,78.0
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Estonia,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Greece,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Spain,,,,34623.0,37920.0,40200.0,41375.0,48250.0,52901.0,53761.0,58024.0,64381.0,66040.0
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,European Union - 27 countries (from 2020),,,,129806.0,132254.0,132385.0,138356.0,150287.0,164593.0,176960.0,191405.0,208547.0,233842.0
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,European Union - 28 countries (2013-2020),,,,175094.0,155261.0,158996.0,173027.0,192120.0,217756.0,250968.0,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Finland,,,,0.0,0.0,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,France,,,,72563.0,72353.0,69678.0,71266.0,72785.0,80613.0,87136.0,91037.0,95859.0,111557.0
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Croatia,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Hungary,,,,4520.0,1757.0,493.0,361.0,345.0,299.0,265.0,253.0,679.0,3258.0
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Ireland,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Iceland,,,,72.0,65.0,60.0,77.0,69.0,46.0,23.0,19.0,21.0,14.0
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Italy,,,,1896.0,3985.0,4911.0,6140.0,8032.0,9726.0,12196.0,14673.0,17032.0,20864.0
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Liechtenstein,,,,,,,,,,0.0,0.0,0.0,0.0
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Lithuania,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Luxembourg,,,,0.0,0.0,0.0,0.0,0.0,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Latvia,,,,1307.0,1190.0,1027.0,1075.0,1126.0,1050.0,980.0,849.0,946.0,966.0
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Montenegro,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,North Macedonia,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Malta,,,,0.0,0.0,0.0,0.0,0.0,0.0,14.0,49.0,31.0,17.0
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Netherlands,,,,,,534.0,1135.0,1126.0,1249.0,1188.0,1157.0,1157.0,1381.0
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Norway,,,,1344.0,1218.0,1422.0,974.0,1093.0,1152.0,1231.0,1269.0,1671.0,1836.0
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Poland,,,,150.0,79.0,32.0,0.0,0.0,0.0,0.0,0.0,86.0,80.0
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Portugal,,,,,,28.0,671.0,1113.0,1395.0,1935.0,2171.0,2472.0,2548.0
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Romania,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Serbia,,,,,,,,,,,,,
Full-time,Private institutions,Males,Short-cycle tertiary education - vocational/professional,Sweden,,,,6527.0,6590.0,6783.0,7163.0,7785.0,7690.0,7849.0,9701.0,12173.0,13810.0
