sex,age,icd10,resid,country,2016,2017,2018,2019,2020,2021,2022,2023
Females,65 years or over,"COVID-19, virus identified",All deaths of residents in or outside their home country,Iceland,,,,,14.0,1.0,,
Females,65 years or over,"COVID-19, virus identified",All deaths of residents in or outside their home country,Italy,,,,,30507.0,25614.0,,
Females,65 years or over,"COVID-19, virus identified",All deaths of residents in or outside their home country,Liechtenstein,,,,,18.0,8.0,,
Females,65 years or over,"COVID-19, virus identified",All deaths of residents in or outside their home country,Lithuania,,,,,940.0,3202.0,,
Females,65 years or over,"COVID-19, virus identified",All deaths of residents in or outside their home country,Luxembourg,,,,,201.0,182.0,,
Females,65 years or over,"COVID-19, virus identified",All deaths of residents in or outside their home country,Latvia,,,,,302.0,2014.0,,
Females,65 years or over,"COVID-19, virus identified",All deaths of residents in or outside their home country,Malta,,,,,62.0,71.0,,
Females,65 years or over,"COVID-19, virus identified",All deaths of residents in or outside their home country,Netherlands,,,,,7766.0,8157.0,,
Females,65 years or over,"COVID-19, virus identified",All deaths of residents in or outside their home country,Norway,,,,,186.0,318.0,,
Females,65 years or over,"COVID-19, virus identified",All deaths of residents in or outside their home country,Poland,,,,,14928.0,35845.0,,
Females,65 years or over,"COVID-19, virus identified",All deaths of residents in or outside their home country,Portugal,,,,,3187.0,5661.0,,
Females,65 years or over,"COVID-19, virus identified",All deaths of residents in or outside their home country,Romania,,,,,5480.0,15806.0,,
Females,65 years or over,"COVID-19, virus identified",All deaths of residents in or outside their home country,Serbia,,,,,2674.0,10192.0,,
Females,65 years or over,"COVID-19, virus identified",All deaths of residents in or outside their home country,Sweden,,,,,4044.0,2053.0,,
Females,65 years or over,"COVID-19, virus identified",All deaths of residents in or outside their home country,Slovenia,,,,,1778.0,1190.0,,
Females,65 years or over,"COVID-19, virus identified",All deaths of residents in or outside their home country,Slovakia,,,,,1592.0,5590.0,,
Females,65 years or over,"COVID-19, virus identified",All deaths of residents in or outside their home country,Türkiye,,,,,6011.0,21514.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Austria,,,,,150.0,105.0,2.0,0.0
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Belgium,,,,,2857.0,887.0,938.0,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Bulgaria,,,,,207.0,223.0,62.0,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Switzerland,,,,,89.0,25.0,15.0,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Cyprus,,,,,0.0,0.0,0.0,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Czechia,,,,,81.0,282.0,37.0,19.0
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Germany,,,,,519.0,239.0,150.0,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Denmark,,,,,11.0,11.0,19.0,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Estonia,,,,,1.0,3.0,9.0,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Greece,,,,,1.0,7.0,5.0,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Spain,,,,,7869.0,272.0,28.0,5.0
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,European Union - 27 countries (from 2020),,,,,21359.0,3577.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Finland,,,,,21.0,4.0,45.0,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,France,,,,,4979.0,349.0,137.0,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Metropolitan France,,,,,4963.0,331.0,132.0,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Croatia,,,,,5.0,15.0,0.0,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Hungary,,,,,73.0,96.0,16.0,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Ireland,,,,,27.0,2.0,0.0,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Iceland,,,,,0.0,0.0,0.0,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Italy,,,,,2404.0,204.0,90.0,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Liechtenstein,,,,,0.0,0.0,0.0,0.0
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Lithuania,,,,,1.0,4.0,2.0,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Luxembourg,,,,,10.0,8.0,12.0,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Latvia,,,,,0.0,6.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Malta,,,,,0.0,0.0,0.0,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Netherlands,,,,,1269.0,141.0,43.0,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Norway,,,,,1.0,0.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Poland,,,,,540.0,574.0,139.0,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Portugal,,,,,56.0,10.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Romania,,,,,58.0,17.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Serbia,,,,,400.0,495.0,87.0,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Sweden,,,,,220.0,12.0,6.0,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Slovenia,,,,,0.0,73.0,82.0,
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Slovakia,,,,,0.0,33.0,9.0,3.0
Females,65 years or over,"COVID-19, virus not identified",All deaths reported in the country,Türkiye,,,,,0.0,0.0,0.0,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Austria,,,,,150.0,104.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Belgium,,,,,2844.0,885.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Bulgaria,,,,,206.0,224.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Switzerland,,,,,88.0,25.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Cyprus,,,,,0.0,0.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Czechia,,,,,81.0,282.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Germany,,,,,522.0,237.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Denmark,,,,,11.0,11.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Estonia,,,,,1.0,3.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Greece,,,,,1.0,7.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Spain,,,,,7868.0,272.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,European Union - 27 countries (from 2020),,,,,21344.0,3572.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Finland,,,,,21.0,4.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,France,,,,,4981.0,349.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Croatia,,,,,5.0,15.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Hungary,,,,,73.0,96.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Ireland,,,,,27.0,2.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Iceland,,,,,0.0,0.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Italy,,,,,2401.0,204.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Liechtenstein,,,,,0.0,0.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Lithuania,,,,,1.0,4.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Luxembourg,,,,,9.0,7.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Latvia,,,,,0.0,6.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Malta,,,,,0.0,0.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Netherlands,,,,,1269.0,141.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Norway,,,,,1.0,0.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Poland,,,,,538.0,576.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Portugal,,,,,57.0,10.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Romania,,,,,58.0,17.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Serbia,,,,,400.0,495.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Sweden,,,,,220.0,11.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Slovenia,,,,,0.0,72.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Slovakia,,,,,0.0,33.0,,
Females,65 years or over,"COVID-19, virus not identified",All deaths of residents in or outside their home country,Türkiye,,,,,0.0,0.0,,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Austria,,,,,0.0,1.0,1.0,0.0
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Belgium,,,,,2.0,22.0,9.0,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Bulgaria,,,,,0.0,0.0,2.0,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Switzerland,,,,,0.0,10.0,4.0,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Cyprus,,,,,0.0,0.0,0.0,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Czechia,,,,,0.0,90.0,28.0,8.0
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Germany,,,,,0.0,301.0,222.0,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Denmark,,,,,0.0,2.0,2.0,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Estonia,,,,,0.0,1.0,1.0,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Greece,,,,,0.0,1.0,0.0,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Spain,,,,,0.0,20.0,13.0,3.0
Females,65 years or over,"COVID-19, other",All deaths reported in the country,European Union - 27 countries (from 2020),,,,,4.0,1567.0,,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Finland,,,,,0.0,0.0,0.0,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,France,,,,,0.0,20.0,10.0,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Metropolitan France,,,,,0.0,20.0,10.0,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Croatia,,,,,0.0,0.0,0.0,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Hungary,,,,,0.0,7.0,104.0,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Ireland,,,,,0.0,1.0,0.0,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Iceland,,,,,0.0,0.0,0.0,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Italy,,,,,2.0,14.0,8.0,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Liechtenstein,,,,,0.0,0.0,0.0,0.0
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Lithuania,,,,,0.0,0.0,0.0,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Luxembourg,,,,,0.0,0.0,2.0,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Latvia,,,,,0.0,3.0,,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Malta,,,,,0.0,0.0,0.0,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Netherlands,,,,,0.0,0.0,0.0,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Norway,,,,,0.0,15.0,,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Poland,,,,,0.0,1068.0,494.0,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Portugal,,,,,0.0,0.0,,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Romania,,,,,0.0,0.0,,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Serbia,,,,,0.0,4.0,0.0,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Sweden,,,,,0.0,8.0,0.0,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Slovenia,,,,,0.0,0.0,0.0,
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Slovakia,,,,,0.0,8.0,39.0,7.0
Females,65 years or over,"COVID-19, other",All deaths reported in the country,Türkiye,,,,,0.0,0.0,0.0,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Austria,,,,,0.0,1.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Belgium,,,,,2.0,22.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Bulgaria,,,,,0.0,0.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Switzerland,,,,,0.0,10.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Cyprus,,,,,0.0,0.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Czechia,,,,,0.0,90.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Germany,,,,,0.0,298.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Denmark,,,,,0.0,2.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Estonia,,,,,0.0,1.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Greece,,,,,0.0,1.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Spain,,,,,0.0,20.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,European Union - 27 countries (from 2020),,,,,4.0,1566.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Finland,,,,,0.0,0.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,France,,,,,0.0,20.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Croatia,,,,,0.0,0.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Hungary,,,,,0.0,7.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Ireland,,,,,0.0,1.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Iceland,,,,,0.0,0.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Italy,,,,,2.0,14.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Liechtenstein,,,,,0.0,0.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Lithuania,,,,,0.0,0.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Luxembourg,,,,,0.0,0.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Latvia,,,,,0.0,3.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Malta,,,,,0.0,0.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Netherlands,,,,,0.0,1.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Norway,,,,,0.0,15.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Poland,,,,,0.0,1068.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Portugal,,,,,0.0,0.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Romania,,,,,0.0,1.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Serbia,,,,,0.0,4.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Sweden,,,,,0.0,8.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Slovenia,,,,,0.0,0.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Slovakia,,,,,0.0,8.0,,
Females,65 years or over,"COVID-19, other",All deaths of residents in or outside their home country,Türkiye,,,,,0.0,0.0,,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Austria,103.0,100.0,108.0,87.0,87.0,85.0,137.0,157.0
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Belgium,150.0,138.0,137.0,126.0,136.0,134.0,160.0,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Bulgaria,74.0,85.0,64.0,63.0,63.0,61.0,41.0,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Switzerland,74.0,71.0,87.0,102.0,99.0,87.0,85.0,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Cyprus,0.0,0.0,2.0,1.0,0.0,1.0,1.0,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Czechia,65.0,94.0,84.0,76.0,72.0,75.0,80.0,79.0
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Germany,949.0,888.0,921.0,914.0,921.0,1097.0,1232.0,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Denmark,47.0,62.0,55.0,56.0,54.0,55.0,52.0,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Estonia,18.0,20.0,26.0,22.0,17.0,17.0,17.0,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Greece,14.0,34.0,34.0,28.0,22.0,33.0,25.0,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Spain,314.0,308.0,311.0,280.0,314.0,314.0,345.0,313.0
Females,65 years or over,Intentional self-harm,All deaths reported in the country,European Union - 27 countries (from 2020),3826.0,3807.0,3839.0,3659.0,3749.0,3984.0,,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,European Union - 28 countries (2013-2020),4027.0,4012.0,4053.0,,,,,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Finland,42.0,50.0,43.0,34.0,29.0,50.0,42.0,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,France,680.0,730.0,716.0,743.0,790.0,773.0,786.0,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Metropolitan France,676.0,728.0,713.0,736.0,783.0,772.0,780.0,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Croatia,76.0,66.0,72.0,60.0,56.0,67.0,49.0,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Hungary,191.0,156.0,171.0,159.0,177.0,167.0,168.0,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Ireland,9.0,9.0,13.0,5.0,13.0,9.0,14.0,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Iceland,0.0,0.0,3.0,1.0,4.0,1.0,4.0,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Italy,306.0,311.0,298.0,288.0,283.0,282.0,305.0,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Liechtenstein,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Lithuania,49.0,60.0,60.0,57.0,62.0,54.0,41.0,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Luxembourg,3.0,2.0,5.0,3.0,2.0,2.0,4.0,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Latvia,35.0,36.0,20.0,26.0,22.0,23.0,,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Malta,0.0,1.0,0.0,1.0,1.0,0.0,0.0,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Netherlands,173.0,153.0,160.0,134.0,159.0,156.0,162.0,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Norway,35.0,23.0,30.0,29.0,38.0,31.0,,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Poland,162.0,155.0,161.0,162.0,153.0,202.0,169.0,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Portugal,107.0,102.0,115.0,102.0,97.0,83.0,,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Romania,108.0,112.0,113.0,90.0,83.0,86.0,,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Serbia,125.0,117.0,108.0,129.0,102.0,111.0,96.0,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Sweden,97.0,87.0,91.0,81.0,79.0,93.0,111.0,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Slovenia,36.0,34.0,31.0,40.0,44.0,45.0,31.0,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Slovakia,18.0,14.0,28.0,21.0,13.0,20.0,20.0,14.0
Females,65 years or over,Intentional self-harm,All deaths reported in the country,Türkiye,50.0,81.0,88.0,97.0,126.0,105.0,106.0,
Females,65 years or over,Intentional self-harm,All deaths reported in the country,United Kingdom,201.0,205.0,214.0,,,,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Austria,101.0,101.0,109.0,86.0,87.0,84.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Belgium,148.0,138.0,137.0,125.0,136.0,134.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Bulgaria,74.0,85.0,63.0,63.0,63.0,62.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Switzerland,73.0,71.0,84.0,96.0,93.0,86.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Cyprus,0.0,0.0,2.0,1.0,0.0,1.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Czechia,65.0,93.0,84.0,76.0,72.0,75.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Germany,950.0,889.0,920.0,915.0,922.0,1095.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Denmark,46.0,62.0,55.0,56.0,54.0,56.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Estonia,18.0,21.0,26.0,22.0,17.0,17.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Greece,14.0,34.0,34.0,27.0,22.0,32.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Spain,314.0,307.0,311.0,279.0,314.0,314.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,European Union - 27 countries (from 2020),3824.0,3808.0,3833.0,3656.0,3748.0,3978.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,European Union - 28 countries (2013-2020),4025.0,4013.0,4049.0,,,,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Finland,43.0,50.0,43.0,34.0,29.0,50.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,France,680.0,729.0,714.0,744.0,791.0,773.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Croatia,75.0,66.0,72.0,60.0,56.0,66.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Hungary,191.0,156.0,171.0,158.0,177.0,167.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Ireland,9.0,10.0,12.0,5.0,13.0,9.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Iceland,0.0,0.0,3.0,1.0,4.0,1.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Italy,304.0,311.0,296.0,287.0,282.0,283.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Liechtenstein,0.0,0.0,0.0,2.0,1.0,0.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Lithuania,49.0,60.0,60.0,56.0,62.0,54.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Luxembourg,4.0,2.0,5.0,3.0,2.0,2.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Latvia,35.0,37.0,20.0,26.0,22.0,23.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Malta,0.0,1.0,0.0,1.0,1.0,0.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Netherlands,174.0,152.0,159.0,134.0,158.0,153.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Norway,35.0,23.0,30.0,29.0,39.0,31.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Poland,164.0,155.0,162.0,162.0,153.0,202.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Portugal,107.0,102.0,115.0,102.0,97.0,83.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Romania,107.0,112.0,113.0,92.0,83.0,86.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Serbia,126.0,117.0,108.0,129.0,102.0,111.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Sweden,97.0,87.0,91.0,82.0,79.0,92.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Slovenia,37.0,34.0,31.0,39.0,43.0,46.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Slovakia,18.0,14.0,28.0,21.0,13.0,19.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,Türkiye,50.0,80.0,88.0,97.0,127.0,105.0,,
Females,65 years or over,Intentional self-harm,All deaths of residents in or outside their home country,United Kingdom,201.0,205.0,216.0,,,,,
Females,Less than 15 years,Mental and behavioural disorders (F00-F99),All deaths reported in the country,Austria,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
Females,Less than 15 years,Mental and behavioural disorders (F00-F99),All deaths reported in the country,Belgium,1.0,1.0,0.0,3.0,1.0,1.0,1.0,
Females,Less than 15 years,Mental and behavioural disorders (F00-F99),All deaths reported in the country,Bulgaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Less than 15 years,Mental and behavioural disorders (F00-F99),All deaths reported in the country,Switzerland,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
Females,Less than 15 years,Mental and behavioural disorders (F00-F99),All deaths reported in the country,Cyprus,,0.0,0.0,0.0,0.0,,0.0,
Females,Less than 15 years,Mental and behavioural disorders (F00-F99),All deaths reported in the country,Czechia,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Females,Less than 15 years,Mental and behavioural disorders (F00-F99),All deaths reported in the country,Germany,0.0,2.0,5.0,5.0,4.0,5.0,3.0,
Females,Less than 15 years,Mental and behavioural disorders (F00-F99),All deaths reported in the country,Denmark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Less than 15 years,Mental and behavioural disorders (F00-F99),All deaths reported in the country,Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Less than 15 years,Mental and behavioural disorders (F00-F99),All deaths reported in the country,Greece,1.0,0.0,1.0,2.0,0.0,0.0,0.0,
Females,Less than 15 years,Mental and behavioural disorders (F00-F99),All deaths reported in the country,Spain,3.0,2.0,0.0,0.0,0.0,1.0,4.0,2.0
Females,Less than 15 years,Mental and behavioural disorders (F00-F99),All deaths reported in the country,European Union - 27 countries (from 2020),17.0,15.0,16.0,21.0,16.0,17.0,,
Females,Less than 15 years,Mental and behavioural disorders (F00-F99),All deaths reported in the country,European Union - 28 countries (2013-2020),22.0,17.0,19.0,,,,,
